,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
204,12b-mn-dans-reasoning-test-3,dans,dans,12000000000.0,,,48000000000.0,musr_object_placements,0.23828125
205,12b-mn-dans-reasoning-test-3,dans,dans,12000000000.0,,,48000000000.0,musr_team_allocation,0.484
206,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_boolean_expressions,0.46
207,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_causal_judgement,0.5187165775401069
208,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_date_understanding,0.188
209,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_formal_fallacies,0.468
210,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_hyperbaton,0.52
211,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_logical_deduction_three_objects,0.32
212,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_movie_recommendation,0.276
213,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_navigate,0.42
214,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_object_counting,0.076
215,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_reasoning_about_colored_objects,0.06
216,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_salient_translation_error_detection,0.116
217,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_sports_understanding,0.46
218,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_temporal_sequences,0.224
219,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_five_objects,0.208
220,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.132
221,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_three_objects,0.32
222,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,bbh_web_of_lies,0.488
223,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,gpqa,0.259228187919463
224,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,gpqa_diamond,0.2525252525252525
225,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,gpqa_extended,0.2637362637362637
226,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,GPQA,0.2566964285714285
227,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_counting_and_prob_hard,0.0
228,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_geometry_hard,0.0
229,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_hard,0.0
230,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_intermediate_algebra_hard,0.0
231,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_num_theory_hard,0.0
232,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,math_precalculus_hard,0.0
233,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,MMLU-Pro,0.1128656914893617
234,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,musr,0.3796296296296296
235,13-outof-32-pruned-layers-llama3-1-8b,llama,llama,8000000000.0,,,32000000000.0,musr_object_placements,0.29296875
236,14b,unknown,unknown,14000000000.0,,,56000000000.0,Big-bench Hard,0.467453567089047
237,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_date_understanding,0.468
238,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_disambiguation_qa,0.532
239,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.464
240,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_seven_objects,0.344
241,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.668
242,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_navigate,0.596
243,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_object_counting,0.384
244,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.4383561643835616
245,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_ruin_names,0.368
246,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_salient_translation_error_detection,0.364
247,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.7440000000000001
248,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_temporal_sequences,0.256
249,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_five_objects,0.176
250,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.14
251,14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.348
252,14b,unknown,unknown,14000000000.0,,,56000000000.0,gpqa_diamond,0.308080808080808
253,14b,unknown,unknown,14000000000.0,,,56000000000.0,GPQA,0.3102678571428571
254,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_counting_and_prob_hard,0.035230352303523
255,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_geometry_hard,0.0101010101010101
256,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_hard,0.0495971802618328
257,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.0107142857142857
258,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.0915371329879101
259,14b,unknown,unknown,14000000000.0,,,56000000000.0,math_precalculus_hard,0.0172839506172839
260,14b,unknown,unknown,14000000000.0,,,56000000000.0,MMLU-Pro,0.3221409574468085
261,14b,unknown,unknown,14000000000.0,,,56000000000.0,musr,0.4153439153439153
262,14b,unknown,unknown,14000000000.0,,,56000000000.0,musr_murder_mysteries,0.548
263,14b,unknown,unknown,14000000000.0,,,56000000000.0,musr_object_placements,0.3984375
264,14b,unknown,unknown,14000000000.0,,,56000000000.0,musr_team_allocation,0.3
265,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,Big-bench Hard,0.5191806977955216
266,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_causal_judgement,0.5882352941176471
267,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_date_understanding,0.408
268,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_disambiguation_qa,0.532
269,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_formal_fallacies,0.552
270,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_geometric_shapes,0.384
271,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_hyperbaton,0.6880000000000001
272,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_five_objects,0.364
273,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_logical_deduction_three_objects,0.592
274,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_movie_recommendation,0.588
275,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_navigate,0.628
276,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_object_counting,0.42
277,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_penguins_in_a_table,0.4931506849315068
278,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_reasoning_about_colored_objects,0.612
279,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_ruin_names,0.7200000000000001
280,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_snarks,0.6966292134831461
281,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_sports_understanding,0.7120000000000001
282,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_temporal_sequences,0.484
283,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_five_objects,0.24
284,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.188
285,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_tracking_shuffled_objects_three_objects,0.344
286,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,bbh_web_of_lies,0.552
287,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,gpqa,0.3238255033557047
288,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,gpqa_diamond,0.2828282828282828
289,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,gpqa_extended,0.3351648351648351
290,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,GPQA,0.328125
291,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_algebra_hard,0.2812160694896851
292,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_counting_and_prob_hard,0.08130081300813
293,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_geometry_hard,0.0707070707070707
294,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_hard,0.1424974823766364
295,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_intermediate_algebra_hard,0.0214285714285714
296,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_num_theory_hard,0.1038961038961038
297,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_prealgebra_hard,0.2659758203799654
298,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,math_precalculus_hard,0.0716049382716049
299,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,musr,0.4404761904761904
300,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,musr_murder_mysteries,0.58
301,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,musr_object_placements,0.3828125
302,1parammyl-8b-modelstock,unknown,unknown,8000000000.0,,,32000000000.0,musr_team_allocation,0.36
303,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,Big-bench Hard,0.6899843777122028
304,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.916
305,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_date_understanding,0.756
306,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_disambiguation_qa,0.724
307,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_formal_fallacies,0.784
308,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.44
309,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.84
310,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_seven_objects,0.552
311,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_three_objects,0.94
312,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_navigate,0.704
313,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.7397260273972602
314,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_reasoning_about_colored_objects,0.844
315,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.768
316,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_temporal_sequences,1.0
317,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_five_objects,0.288
318,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.34
319,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.408
320,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,bbh_web_of_lies,0.556
321,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,gpqa,0.3624161073825503
322,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,gpqa_diamond,0.3686868686868687
323,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,gpqa_extended,0.3626373626373626
324,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,GPQA,0.359375
325,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_algebra_hard,0.6677524429967426
326,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_geometry_hard,0.1969696969696969
327,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_hard,0.4161631419939577
328,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.1928571428571428
329,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_num_theory_hard,0.487012987012987
330,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.6321243523316062
331,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,math_precalculus_hard,0.1703703703703703
332,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,MMLU-Pro,0.5406416223404256
333,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,musr,0.4576719576719577
334,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,musr_object_placements,0.375
335,1up-14b,unknown,unknown,14000000000.0,,,56000000000.0,musr_team_allocation,0.44
336,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,Big-bench Hard,0.4079152924839437
337,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_boolean_expressions,0.7680000000000001
338,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_causal_judgement,0.4919786096256685
339,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_disambiguation_qa,0.424
340,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_hyperbaton,0.532
341,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_logical_deduction_five_objects,0.216
342,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_logical_deduction_seven_objects,0.224
343,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_logical_deduction_three_objects,0.36
344,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_navigate,0.584
345,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_penguins_in_a_table,0.3493150684931507
346,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_reasoning_about_colored_objects,0.34
347,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_snarks,0.5280898876404494
348,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_sports_understanding,0.58
349,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_tracking_shuffled_objects_five_objects,0.196
350,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_tracking_shuffled_objects_three_objects,0.348
351,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,bbh_web_of_lies,0.528
352,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,gpqa,0.2810402684563758
353,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,gpqa_diamond,0.2575757575757575
354,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,gpqa_extended,0.3076923076923077
355,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,GPQA,0.2589285714285714
356,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_algebra_hard,0.0846905537459283
357,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_counting_and_prob_hard,0.008130081300813
358,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_geometry_hard,0.0075757575757575
359,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_intermediate_algebra_hard,0.0083333333333333
360,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_num_theory_hard,0.0432900432900432
361,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,math_precalculus_hard,0.0098765432098765
362,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,MMLU-Pro,0.2662067819148936
363,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,musr,0.4007936507936508
364,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,musr_murder_mysteries,0.528
365,2b-ad,unknown,unknown,2000000000.0,,,8000000000.0,musr_object_placements,0.30859375
366,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,Big-bench Hard,0.3396979691025864
367,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_boolean_expressions,0.644
368,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_causal_judgement,0.5080213903743316
369,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_disambiguation_qa,0.3960000000000001
370,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_geometric_shapes,0.248
371,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_hyperbaton,0.488
372,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_logical_deduction_five_objects,0.196
373,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_logical_deduction_three_objects,0.34
374,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_object_counting,0.264
375,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_penguins_in_a_table,0.2671232876712329
376,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_reasoning_about_colored_objects,0.172
377,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_ruin_names,0.188
378,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_salient_translation_error_detection,0.224
379,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_snarks,0.4550561797752809
380,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_sports_understanding,0.54
381,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_temporal_sequences,0.196
382,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.12
383,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,bbh_tracking_shuffled_objects_three_objects,0.38
384,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,gpqa,0.24748322147651
385,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,gpqa_diamond,0.2171717171717172
386,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,gpqa_extended,0.2600732600732601
387,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,GPQA,0.2455357142857142
388,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_algebra_hard,0.0304017372421281
389,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_counting_and_prob_hard,0.008130081300813
390,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_hard,0.0186304128902316
391,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_intermediate_algebra_hard,0.0047619047619047
392,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_num_theory_hard,0.0129870129870129
393,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,math_precalculus_hard,0.019753086419753
394,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,MMLU-Pro,0.139876994680851
395,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,musr_murder_mysteries,0.52
396,2b-or-not-2b,unknown,unknown,2000000000.0,,,8000000000.0,musr_object_placements,0.28125
397,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_boolean_expressions,0.84
398,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_causal_judgement,0.6524064171122995
399,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_date_understanding,0.476
400,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_disambiguation_qa,0.516
401,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_geometric_shapes,0.452
402,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_logical_deduction_five_objects,0.32
403,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_logical_deduction_seven_objects,0.264
404,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_logical_deduction_three_objects,0.476
405,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_navigate,0.52
406,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_penguins_in_a_table,0.4246575342465753
407,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_reasoning_about_colored_objects,0.436
408,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_ruin_names,0.508
409,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_salient_translation_error_detection,0.372
410,2prymmal-yi1-5-6b-slerp,yi,yi,6000000000.0,,,24000000000.0,bbh_snarks,0.7303370786516854
